,FIPS,property crimes,violent crimes
2998,51780,0,0
2999,51790,611,62
3000,51800,2153,314
3001,51810,12658,1044
3002,51820,637,92
3003,51830,489,27
3004,51840,1321,86
3005,53000,247172,21691
3006,53001,896,57
3007,53003,565,42
3008,53005,4319,416
3009,53007,2085,134
3010,53009,1883,182
3011,53011,11952,982
3012,53013,206,2
3013,53015,3805,297
3014,53017,1023,72
3015,53019,38,9
3016,53021,1864,180
3017,53023,56,2
3018,53025,4219,261
3019,53027,2465,121
3020,53029,1836,105
3021,53031,809,52
3022,53033,80156,6806
3023,53035,6405,1103
3024,53037,1857,76
3025,53039,395,23
3026,53041,2685,203
3027,53043,195,14
3028,53045,2565,212
3029,53047,1052,55
3030,53049,656,50
3031,53051,409,10
3032,53053,35129,4189
3033,53055,259,6
3034,53057,5350,243
3035,53059,213,11
3036,53061,22876,1758
3037,53063,17592,1917
3038,53065,1022,46
3039,53067,8272,629
3040,53069,50,6
3041,53071,1937,156
3042,53073,7196,444
3043,53075,743,46
3044,53077,12137,774
3045,54000,42366,4664
3046,54001,156,27
3047,54003,2997,254
3048,54005,408,46
3049,54007,145,46
3050,54009,274,25
3051,54011,5081,403
3052,54013,99,10
3053,54015,82,16
3054,54017,39,5
3055,54019,819,98
3056,54021,66,14
3057,54023,82,14
3058,54025,411,32
3059,54027,277,31
3060,54029,259,23
3061,54031,194,34
3062,54033,1929,162
3063,54035,302,25
3064,54037,1025,88
3065,54039,6929,978
3066,54041,183,27
3067,54043,307,50
3068,54045,1166,111
3069,54047,152,42
3070,54049,903,102
3071,54051,681,58
3072,54053,531,37
3073,54055,1647,244
3074,54057,432,212
3075,54059,368,83
3076,54061,2313,151
3077,54063,122,27
3078,54065,214,17
3079,54067,690,49
3080,54069,1051,176
3081,54071,29,5
3082,54073,27,4
3083,54075,97,26
3084,54077,236,33
3085,54079,1360,100
3086,54081,2707,272
3087,54083,503,88
3088,54085,129,16
3089,54087,173,30
3090,54089,204,23
3091,54091,55,0
3092,54093,67,6
3093,54095,41,6
3094,54097,262,24
3095,54099,1103,84
3096,54101,72,46
3097,54103,30,6
3098,54105,123,13
3099,54107,2434,147
3100,54109,380,18
3101,55000,155153,15484
3102,55001,620,31
3103,55003,540,33
3104,55005,710,28
3105,55007,411,28
3106,55009,6162,585
3107,55011,98,2
3108,55013,366,15
3109,55015,721,44
3110,55017,1174,57
3111,55019,512,20
3112,55021,1211,100
3113,55023,173,22
3114,55025,14259,1239
3115,55027,1351,105
3116,55029,376,15
3117,55031,1750,93
3118,55033,786,86
3119,55035,2269,103
3120,55037,117,6
3121,55039,1857,214
3122,55041,174,8
3123,55043,666,73
3124,55045,746,35
3125,55047,310,6
3126,55049,306,19
3127,55051,124,17
3128,55053,380,12
3129,55055,1453,120
3130,55057,418,57
3131,55059,4375,400
3132,55061,280,9
3133,55063,3055,252
3134,55065,196,8
3135,55067,824,29
3136,55069,598,49
3137,55071,1129,117
3138,55073,2366,346
3139,55075,1046,21
3140,55077,190,16
3141,55078,218,46
3142,55079,49973,8102
3143,55081,950,43
3144,55083,685,12
3145,55085,884,26
3146,55087,4825,210
3147,55089,934,45
3148,55091,46,4
3149,55093,826,49
3150,55095,605,93
3151,55097,903,22
3152,55099,174,44
3153,55101,6135,642
3154,55103,254,21
3155,55105,5457,397
3156,55107,315,10
3157,55109,1638,53
3158,55111,1836,86
3159,55113,491,30
3160,55115,852,36
3161,55117,3162,118
3162,55119,363,22
3163,55121,326,13
3164,55123,319,23
3165,55125,660,21
3166,55127,2446,113
3167,55129,346,11
3168,55131,2412,118
3169,55133,6095,236
3170,55135,1106,66
3171,55137,304,7
3172,55139,3963,319
3173,55141,1551,26
3174,56000,14363,1296
3175,56001,1026,34
3176,56003,120,46
3177,56005,1093,67
3178,56007,345,40
3179,56009,277,13
3180,56011,141,5
3181,56013,921,137
3182,56015,225,31
3183,56017,89,17
3184,56019,137,27
3185,56021,3143,185
3186,56023,176,18
3187,56025,2773,194
3188,56027,36,2
3189,56029,587,76
3190,56031,140,7
3191,56033,537,42
3192,56035,221,22
3193,56037,1207,229
3194,56039,537,52
3195,56041,442,17
3196,56043,48,23
3197,56045,142,12
